BarCode,Itm_Cd,Itm_Name,Itm_Retail_Price_Tax
23953,23953,"NARCAN 0.4 MG / ML INJ, 1's",20.800
23967,23967,"LANOXIN 0.125 MG TAB, 100 'S",16.250
324761,23967,"LANOXIN 0.125 MG TAB, 100 'S",16.250
23983,23983,"GINCOSAN CAP, 30's",130.200
320358,23983,"GINCOSAN CAP, 30's",130.200
325550,23983,"GINCOSAN CAP, 30's",130.200
23985,23985,"PANOXYL 5 ACNE GEL, 40 GM",12.050
23992,23992,"GONAL-F 150 MG INJ, 1's",243.650
314099,23992,"GONAL-F 150 MG INJ, 1's",243.650
322267,23992,"GONAL-F 150 MG INJ, 1's",243.650
23999,23999,"PROVERA 5 MG TAB, 30's",15.500
24009,24009,"DALACIN C 150 MG CAP, 16's",20.650
325484,24009,"DALACIN C 150 MG CAP, 16's",20.650
24906,24906,"OSPEXIN 1000 MG SANDOZ CAP, 12 'S",75.000
24907,24907,BATHROOM SCALE RTC,90.000
24913,24913,BODY FAT WATER SCALE 5003B,115.500
24932,24932,FACE MASK EAR LOOP 110003,1.000
24939,24939,"KEW BLAYZER OXYGEN FOR ADULT, LARGE",8.000
24944,24944,"MAKIDA ANKLE GUARD SANE,100, LARGE",18.000
24953,24953,"MAKIDA LUMBAR SUPPORT SWAN 100, LARGE",40.000
24962,24962,ELASTIC BANDAGE 8 CM,5.000
24964,24964,"BD ULTRA FINE II INSULIN SYRING, 1 ML (30G) 180023",7.500
382900930039,24964,"BD ULTRA FINE II INSULIN SYRING, 1 ML (30G) 180023",7.500
382908821018,24964,"BD ULTRA FINE II INSULIN SYRING, 1 ML (30G) 180023",7.500
24969,24969,"MAKIDA FOAM CERVICAL COLLAR HCEF 100, SMALL",30.000
24979,24979,"CHORIOMON 5000 IU INJECTION, 3 'S",142.300
3704722063370,24979,"CHORIOMON 5000 IU INJECTION, 3 'S",142.300
24986,24986,"DERMO HAPPYDERM NOR MOIS FP, 50ML",37.800
24988,24988,EMJOI OPTIMAX LTD EDITION AP 98 RU UM02300,105.000
7912689800808,24988,EMJOI OPTIMAX LTD EDITION AP 98 RU UM02300,105.000
24999,24999,PIGON BABY TOY N-611(FREE) BT-12,12.600
271012,24999,PIGON BABY TOY N-611(FREE) BT-12,12.600
25004,25004,"METFOR 850 MG TAB, 60'S",15.450
333558,25004,"METFOR 850 MG TAB, 60'S",15.450
309918,25004,"METFOR 850 MG TAB, 60'S",15.450
25013,25013,"BLOCK AND WHITE MILK LOTION  WHITENING, 200 ML",10.500
25030,25030,SHOEIB POWDER PUFF 413,9.450
25029,25029,SHOEIB POWDER PUFF 412,10.500
4007445214128,25029,SHOEIB POWDER PUFF 412,10.500
25031,25031,BIRGIT POWDER PUFF 414,8.400
4007445214142,25031,BIRGIT POWDER PUFF 414,8.400
25033,25033,SHOIEB  POWDER PUFF 418,10.500
334329,25033,SHOIEB  POWDER PUFF 418,10.500
4007445214180,25033,SHOIEB  POWDER PUFF 418,10.500
25034,25034,"BEESLINE LIP CARE FOR CHAPPED LIPS, 4.5 GM  002",16.800
5281018000014,25034,"BEESLINE LIP CARE FOR CHAPPED LIPS, 4.5 GM  002",16.800
25047,25047,"EXTRADERM LIGHTINING CREAM, 20G",26.250
25067,25067,OZON ANTI HAIR LOSS PROGRAME,136.500
25078,25078,OZON RE INOFORCING SHAMPOO WITH MULTI VITAMINS,40.950
25080,25080,OZON EXFOLITING SHOWER CREAM,30.450
25083,25083,"SUNSENSE DAILY FACE, 75G",126.000
317283,25083,"SUNSENSE DAILY FACE, 75G",126.000
9314839001185,25083,"SUNSENSE DAILY FACE, 75G",126.000
9314839006937,25083,"SUNSENSE DAILY FACE, 75G",126.000
25092,25092,"SHAHNAZ SHAFLIGHT AIR TRAVED MOIST, 40GM",63.000
25094,25094,"PSTS PLANT PLUS MASSAGE CREAM, 100G",126.000
291018,25094,"PSTS PLANT PLUS MASSAGE CREAM, 100G",126.000
25095,25095,"NONA CAMO KIDS MOISTURIZING CREAM, 50ML 70001",36.750
6253346800115,25095,"NONA CAMO KIDS MOISTURIZING CREAM, 50ML 70001",36.750
25096,25096,"URS10 MOIS& EMOLLIENT CREAM, 135GM 80001",73.500
6253346800122,25096,"URS10 MOIS& EMOLLIENT CREAM, 135GM 80001",73.500
309517,25096,"URS10 MOIS& EMOLLIENT CREAM, 135GM 80001",73.500
25097,25097,PIGEON SILICON NIP SHIELD SOFTTYPE 896 /274,30.450
25100,25100,"OPTIFREE EXPRESS LENS SOLUTION, 355 ML",65.000
300653144404,25100,"OPTIFREE EXPRESS LENS SOLUTION, 355 ML",65.000
25101,25101,VITRY REF 84 L,94.500
25112,25112,"MOONY FIRST CLASS DIAPERS PROMOTION, JUNIOR",15.750
25113,25113,"MOONY FIRST CLASS ECONOMY PROMOTION, SMALL 3X52",30.450
25115,25115,"MOONY FIRST CLASS ECONOMY PROMOTION, LARGE 3X36",30.450
25126,25126,"CLOSE UP ICY BUZZ E.MINT TOOTH PASTE,125 ML",10.500
018653005778,25131,AQUAFRESH MILK TEETH 0-3 YERS SOFT T/B  67179,14.610
25131,25131,AQUAFRESH MILK TEETH 0-3 YERS SOFT T/B  67179,14.610
25132,25132,AQUAFRESH TOOTH BRUSH PHASE2 FLEX O FRIENDS,11.000
25149,25149,"MAKIDA ABDOMINAL 3 PANNLE BINDER HWAE 300, L  ",60.000
25150,25150,"MAKIDA ABDOMINAL 3 PANNEL BINDER HWAE 300, XL",60.000
25151,25151,"MAKIDA KNEE SUPPORT COMPRESSION SKNO 12, SMALL",25.000
25152,25152,"MAKIDA KNEE SUPPORT COMPRESSION SKNO 12, MEDIUM",25.000
25167,25167,"MAKIDA ATHLETIC SUSPENSORY SHPT 100, XL, ",20.000
25168,25168,"MAKIDA ABDOMINAL BINDER HWAE 900, MEDIUM",65.000
25169,25169,"MAKIDA ABDOMINAL BINDER HWAE 900, LARGE",65.000
25170,25170,"MAKIDA ABDOMINAL BINDER HWAE 900, XL",65.000
25173,25173,"MAKIDA THIGH SUPPORT COMPRESSION STHO 140, MEDIUM",20.000
323640,25173,"MAKIDA THIGH SUPPORT COMPRESSION STHO 140, MEDIUM",20.000
25176,25176,"MAKIDA ATHLETIC SUSPENSORY SHPT 100, SMALL, ",20.000
323619,25176,"MAKIDA ATHLETIC SUSPENSORY SHPT 100, SMALL, ",20.000
25200,25200,BEURER MS 01 WHITE MECHANICAL SCALE ST PERWAG,43.000
25201,25201,"CARE ABDOMINAL BINDER, SMALL",55.000
25225,25225,"LIGNOCAINE INJECTION, 5 ML",12.450
25227,25227,TRISA PERFECT WHITENING MEDIUM TB 73541,29.100
7610196004107,25227,TRISA PERFECT WHITENING MEDIUM TB 73541,29.100
25228,25228,TRISA ORGANIC MEDIUM TOOTH BRUSH 48503541,17.070
25250,25250,"RONALAC NO 2 MILK, 400G",30.450
3575410727351,25250,"RONALAC NO 2 MILK, 400G",30.450
25252,25252,FORMIA CHINA BRUSH RED+G+BLUE,5.000
25278,25278,"MAKIDA WRIST SUPPORT HWRE 100, FREE SIZE ",12.000
25279,25279,"MAKIDA ABDOMINAL BELT WHITE HWAE 100, SMALL",48.000
25290,25290,"FRUCTIS STYLE HARD GEL ULTRA ST SPRAY,150ML 55450",24.150
5021044068646,25290,"FRUCTIS STYLE HARD GEL ULTRA ST SPRAY,150ML 55450",24.150
25291,25291,"FRUCTIS SLEEK&SHINE MOUSSE SPRAY, 200ML",22.050
25300,25300,"HYPOSEC 20MG CAP, 14's",31.600
310715,25300,"HYPOSEC 20MG CAP, 14's",31.600
330782,25300,"HYPOSEC 20MG CAP, 14's",31.600
6251148140125,25300,"HYPOSEC 20MG CAP, 14's",31.600
25301,25301,"SAHHA HERBAL TEA CHILDREN, 200G",21.000
6291072000959,25262,"PRIME GAUZE SWAB CHINA, 7.5CM  190006",6.000
25267,25267,WALKING STICK ALUMINIUM LK3010 L UNDER ARM CRU 050068,35.000
25269,25269,"MAKIDA KNEE SUPPORT HKNE 500, SMALL",22.000
25274,25274,HOT WATER BAG WITHOUT COVER 1805,16.800
800792000017,25274,HOT WATER BAG WITHOUT COVER 1805,16.800
25284,25284,"FRUCT STYLE GEL WET LOOK, 150ML 55445",23.100
3600540582614,25284,"FRUCT STYLE GEL WET LOOK, 150ML 55445",23.100
25286,25286,"FRUCT STYLE STRONG TUBE GEL, 150ML 55447",23.100
3600540582607,25286,"FRUCT STYLE STRONG TUBE GEL, 150ML 55447",23.100
25292,25292,"FRUCTIS XXL MOUSSE EXTRA STRONG SPRAY, 200ML",26.250
320895,25292,"FRUCTIS XXL MOUSSE EXTRA STRONG SPRAY, 200ML",26.250
3600540219374,25292,"FRUCTIS XXL MOUSSE EXTRA STRONG SPRAY, 200ML",26.250
5021044067090,25292,"FRUCTIS XXL MOUSSE EXTRA STRONG SPRAY, 200ML",26.250
25305,25305,"MAKIDA SHEER SUPPORT STOCKING HOTT 112, LARG",44.000
25306,25306,"MAKIDA SHEER SUPPORT STOCKING HOTT 112, MED",44.000
25313,25313,NUK LATEX CLASSIC SLEEP TIME SOOT,8.400
25315,25315,NUK MANUAL BREAST PUMP 10.252.008,49.000
4008600282617,25315,NUK MANUAL BREAST PUMP 10.252.008,49.000
25326,25326,"NUK SUMMERTIME SILICON SOOTHER, 10729241",9.450
25332,25332,NUK MILK VENTED TEAT LAREX ORTHODONTIC SHAPE 10.701.004,9.450
25338,25338,NUK MILK VENTED TEAT SILICONE ORTHODONTIC SHAPE 10.721.095,10.500
25339,25339,NUK LATEX NIPPLE SHIELDS 10.717.082,19.950
4008600013259,25339,NUK LATEX NIPPLE SHIELDS 10.717.082,19.950
25346,25346,NUK THICKER FEEDS VENTED TEAT LATEX ORTHODONTIC 10.721.096,10.500
25348,25348,NUK SILI NIP SHIELD WITH STORAGE BOX 10.721.170,30.450
4008600067177,25348,NUK SILI NIP SHIELD WITH STORAGE BOX 10.721.170,30.450
25354,25354,"GERBER VEGETABLE SOUP 6 MONTHS, 130G",4.200
25356,25356,"GERBER APPLE SAUCE 6 MONTH, 130G",6.300
330221,25356,"GERBER APPLE SAUCE 6 MONTH, 130G",6.300
319004,25356,"GERBER APPLE SAUCE 6 MONTH, 130G",6.300
25359,25359,"J&J BABY SOFT MOIST LOTION, 200ML",14.700
25371,25371,BABY JOY ECONOMY SMALL 3X48 + 3 PACK,24.150
6281008266115,25371,BABY JOY ECONOMY SMALL 3X48 + 3 PACK,24.150
25376,25376,"PRE NAN INFANT MILK POWDER, 400 GM 94461",40.950
7613031885770,25376,"PRE NAN INFANT MILK POWDER, 400 GM 94461",40.950
8717405007085,25376,"PRE NAN INFANT MILK POWDER, 400 GM 94461",40.950
25378,25378,PRIME FACE MASK EAR LOOP 90058,0.500
25386,25386,"ABSORBENT COTTON BANDAGE, 5 CM  1501",1.000
329227,25386,"ABSORBENT COTTON BANDAGE, 5 CM  1501",1.000
25394,25394,WALKING STICK FOLDING LK 3016 050080,35.000
25396,25396,"GAUZE BANDAGE EGYPT, 7CM  90033",2.000
25403,25403,DALIDA DELUXECAST BOOT CANVAS SMALL,40.000
25426,25426,"DETTOL SHOWER GEL ACTIVE PUF, 250ML 40950",26.020
327436,25426,"DETTOL SHOWER GEL ACTIVE PUF, 250ML 40950",26.020
6001106116361,25426,"DETTOL SHOWER GEL ACTIVE PUF, 250ML 40950",26.020
25436,25436,WALKING STICK WOOD 050029,75.000
25438,25438,ONE NIGHT SILVER HAIR GLITTER,11.550
83800014019,25438,ONE NIGHT SILVER HAIR GLITTER,11.550
25442,25442,SENSITIVE MASQUE MOIST BALM15M 622,6.300
83800006229,25442,SENSITIVE MASQUE MOIST BALM15M 622,6.300
25449,25449,"DETTOL SOAP ACTIVE, 165G 40580",9.110
333278,25449,"DETTOL SOAP ACTIVE, 165G 40580",9.110
6001106116408,25449,"DETTOL SOAP ACTIVE, 165G 40580",9.110
25455,25455,"VO5 SHAMPOO MOIST SOAK  HAIR, 300 ML",13.650
5012254062777,25455,"VO5 SHAMPOO MOIST SOAK  HAIR, 300 ML",13.650
25457,25457,"VO5 COND SILKY SMOTH DRY/UNMNG HAIR, 500ML",14.700
25473,25473,"AR-VICT CAP, 30 'S",145.000
766961302521,25473,"AR-VICT CAP, 30 'S",145.000
25478,25478,"J&J BABY WIPES GENTLE CLEANSING, 20's 56451",5.640
3574661264196,25478,"J&J BABY WIPES GENTLE CLEANSING, 20's 56451",5.640
35746664196,25478,"J&J BABY WIPES GENTLE CLEANSING, 20's 56451",5.640
4710032503078,25478,"J&J BABY WIPES GENTLE CLEANSING, 20's 56451",5.640
25488,25488,OPTIMACAST FIBER GLASS CAST 3 INCH WHITE,22.000
25499,25499,EMOFORM TRIOFLOSS,13.000
25528,25528,"RIABROXOL 30MG TAB, 20's",7.100
327051,25528,"RIABROXOL 30MG TAB, 20's",7.100
4007445214135,25030,SHOEIB POWDER PUFF 413,9.450
25035,25035,TRISA ORGANIC SOFT TOOTH BRUSH,21.000
25070,25070,"HIPP  NO. 2 MILK, 400G",30.450
4062300067790,25070,"HIPP  NO. 2 MILK, 400G",30.450
4062300194298,25070,"HIPP  NO. 2 MILK, 400G",30.450
25074,25074,OZON UNTANGLING MILK CONDITIONER,40.950
25090,25090,"FEMIBATH HYGIENIC SALTS, 350(400)G 30001",73.500
6251636000030,25090,"FEMIBATH HYGIENIC SALTS, 350(400)G 30001",73.500
25106,25106,"FLUCAND 150MG 1 CAP, 1's",18.550
25116,25116,"MOONY FIRST CLASS ECONOMY, JUNIOR 3X32 11254",30.450
6281008112245,25116,"MOONY FIRST CLASS ECONOMY, JUNIOR 3X32 11254",30.450
25122,25122,"A-DERMA PAIN SENSITIVE SKIN BAR SOAP, 100 GM  6012",35.010
3282779000338,25122,"A-DERMA PAIN SENSITIVE SKIN BAR SOAP, 100 GM  6012",35.010
3282779285230,25122,"A-DERMA PAIN SENSITIVE SKIN BAR SOAP, 100 GM  6012",35.010
25124,25124,"FAIR&LOVELY OIL CONTROL GEL, 25G",7.350
25134,25134,AQUA FRESH PHASE3 JUNIOR GIRL TOOTH BRUSH,11.000
25136,25136,"VITA LADIES TAB, 30's",21.000
309264,25136,"VITA LADIES TAB, 30's",21.000
766961400319,25136,"VITA LADIES TAB, 30's",21.000
326339,25136,"VITA LADIES TAB, 30's",21.000
25138,25138,ZAHRA DREAM DEO ROLL NATURAL,13.650
25148,25148,"MAKIDA ABDOMINAL 3 PANNLE BINDER  HWAE 300, MEDIUM 3201",60.000
25154,25154,"MAKIDA KNEE SUPPORT COMPRESSION SKNO 12, XL",25.000
25156,25156,"MAKIDA LEFT HAND ELASTIC WRIST SPLINT, XL",30.000
25161,25161,"MAKIDA WRIST SUPPORT HWRE 200, XL",12.000
321915,25161,"MAKIDA WRIST SUPPORT HWRE 200, XL",12.000
25164,25164,"MAKIDA THIGH SUPPORT COMPRESSION STHO 140, LARGE",20.000
25174,25174,"MAKIDA ANKLE SUPPORT COMPRESSION SANO 140, SMALL",18.000
329252,25174,"MAKIDA ANKLE SUPPORT COMPRESSION SANO 140, SMALL",18.000
25178,25178,"MAKIDA THICH SUPPORT COMPRESSION STHO 140, SMALL",20.000
25181,25181,"MAKIDA ELBOW SUPPORT HELE 500, LARGE",22.000
25183,25183,"MAKIDA ANKLE SUPPORT HANE 500, SMALL",18.000
25184,25184,"MAKIDA SHEER SUPPORT STOCKING HOTT 111, SMALL",44.000
25195,25195,HUGGIES MED STEPS 6X20 CONV TIER-3,13.650
25229,25229,TRISA PERFECT WHITENING SOFT TB 73533,29.100
7610196004084,25229,TRISA PERFECT WHITENING SOFT TB 73533,29.100
25241,25241,"LORINASE SYRUP, 100 ML",22.900
330196,25241,"LORINASE SYRUP, 100 ML",22.900
321985,25241,"LORINASE SYRUP, 100 ML",22.900
326124,25241,"LORINASE SYRUP, 100 ML",22.900
6281086001981,25241,"LORINASE SYRUP, 100 ML",22.900
320806,25254,"FRUCTIS SHAMPOO LONG & STRONG, 250ML",12.600
3600540370075,25254,"FRUCTIS SHAMPOO LONG & STRONG, 250ML",12.600
25256,25256,"FIRST AID SIZE NO 2,90694",50.000
325114,25256,"FIRST AID SIZE NO 2,90694",50.000
25261,25261,"PRIME GAUZE SWAB CHINA, 5CM",4.000
25263,25263,"FIRST AID SIZE NO1, 90695",40.000
25264,25264,DRAINAGE BAG LARGE 50025,5.000
321250,25264,DRAINAGE BAG LARGE 50025,5.000
25266,25266,DUAL HEAD STETHOSCOPE PD 14 130007,17.850
25270,25270,MAKIDA KNEE SUPPORT KNEE 500 MEDIUM,20.000
25275,25275,ONE TOUCH LACETS AZHA,25.000
25277,25277,"MAKIDA WRIST SUPPORT HWRE 200, SMALL ",12.000
25285,25285,"FRUCTIS MODELING STRONG TUBE GEL, 150ML",19.950
5021044048228,25285,"FRUCTIS MODELING STRONG TUBE GEL, 150ML",19.950
25287,25287,"FRUCTIS HARD GLUE EXTREME TUBE GEL, 150ML 55451",23.100
3600540581617,25287,"FRUCTIS HARD GLUE EXTREME TUBE GEL, 150ML 55451",23.100
25293,25293,"FRUCTIS FIXING STRONG SPRAY, 250ML",22.050
25294,25294,"FRUCTIS FIXING ULTRA STRONG SPRAY, 250ML",19.950
25299,25299,"CETAPHIL MOISTURIZING CREAM, 100 GM 20339",93.450
3499320000321,25299,"CETAPHIL MOISTURIZING CREAM, 100 GM 20339",93.450
3499320003612,25299,"CETAPHIL MOISTURIZING CREAM, 100 GM 20339",93.450
3499320005562,25299,"CETAPHIL MOISTURIZING CREAM, 100 GM 20339",93.450
3499320005661,25299,"CETAPHIL MOISTURIZING CREAM, 100 GM 20339",93.450
25307,25307,"MAKIDA SHEER SUPPORT STOCKING HOTT 112 , XL",44.000
25312,25312,NUK SAUGERKETTE SOOTHER CHAIN 10256024(255612),18.900
4008600280477,25312,NUK SAUGERKETTE SOOTHER CHAIN 10256024(255612),18.900
25324,25324,"NUK BOTTLE BRUSH 2 IN ONE ",17.850
6253002802040,25301,"SAHHA HERBAL TEA CHILDREN, 200G",21.000
25317,25317,NUK GLASS FEED BOTTLE(1)230 ML  10745008,28.350
4008600247470,25317,NUK GLASS FEED BOTTLE(1)230 ML  10745008,28.350
25318,25318,NUK GLASS FEEDER 10.745.018,27.300
4008600005353,25318,NUK GLASS FEEDER 10.745.018,27.300
25319,25319,NUK PLASTIC FEED BOTTLE(1)110 ML 10743404,21.000
4008600129851,25319,NUK PLASTIC FEED BOTTLE(1)110 ML 10743404,21.000
25331,25331,NUK RASSEL RATTLE 10.262.071,15.750
4008600018926,25331,NUK RASSEL RATTLE 10.262.071,15.750
25333,25333,NUK NASAL DECONGESTER 10.256.065,15.750
4008600283386,25333,NUK NASAL DECONGESTER 10.256.065,15.750
25374,25374,LOOFA QUEEN MASSAGE SLIPPER 100% NATURAL,24.150
25377,25377,"PRIME GAUZE SWAB CHINA, 10CM",7.000
6291072000966,25377,"PRIME GAUZE SWAB CHINA, 10CM",7.000
25384,25384,"MAKIDA ANKLE SUPPORT LONG SANO 140, XL",27.000
25385,25385,"CASTOR OIL CAPPUCCINO FLAVOUR, 60 ML",7.350
321258,25385,"CASTOR OIL CAPPUCCINO FLAVOUR, 60 ML",7.350
25387,25387,"ABSORBENT COTTON BANDAGE, 7.5 CM  1601",2.000
329228,25387,"ABSORBENT COTTON BANDAGE, 7.5 CM  1601",2.000
25391,25391,BEESLINE SLIMMING KIT,103.950
25393,25393,WALKING STICK 3010 M UNDER ARM CRU 050072,65.000
25408,25408,KBM EYE PAD 5 CM * 7 CM,1.000
25414,25414,"MAEIL MAM'MA NO-2 MILK 400 GM ",30.450
309268,25414,"MAEIL MAM'MA NO-2 MILK 400 GM ",30.450
765444211732,25414,"MAEIL MAM'MA NO-2 MILK 400 GM ",30.450
25437,25437,"MUD MASK FACIAL DETOX, 15 GM",6.300
83800004713,25437,"MUD MASK FACIAL DETOX, 15 GM",6.300
25439,25439,ONE NIGHT RED HAIR GLITTER,11.550
83800014026,25439,ONE NIGHT RED HAIR GLITTER,11.550
25451,25451,"VO5 SHAMPOO HOT OIL  HAIR,300 ML",14.700
5012254489321,25451,"VO5 SHAMPOO HOT OIL  HAIR,300 ML",14.700
25452,25452,"VO5 SHAMPOO+COND REVIT 2IN1 ALL HAIR, 500ML",14.700
5012254489338,25452,"VO5 SHAMPOO+COND REVIT 2IN1 ALL HAIR, 500ML",14.700
25453,25453,"VO5 COND MOIST SOAK NORM/DRY HAIR, 300 ML",13.650
5012254062869,25453,"VO5 COND MOIST SOAK NORM/DRY HAIR, 300 ML",13.650
25454,25454,"VO5 COND DEEP NOURISHG DRY/DAM HAIR, 300ML",18.900
5012254058985,25454,"VO5 COND DEEP NOURISHG DRY/DAM HAIR, 300ML",18.900
5012254062876,25454,"VO5 COND DEEP NOURISHG DRY/DAM HAIR, 300ML",18.900
25462,25462,"PARAMETTE SYRUP, 100 ML",6.405
25463,25463,"AURALGAN EAR DROP, 14 ML",4.300
25479,25479,"MOBIC ADAULT 15 MG SUPP, 6 'S",15.400
25487,25487,OPTIMACAST FIBER GLASS CAST 2 INCH WHITE,16.800
25489,25489,OPTIMACAST FIB.GLASS CAST 4INCH WHITE,25.200
25494,25494,"TESTOVIRON DEPOT 100MG I.M. AMP, 1's",14.600
25495,25495,"ANDROCUR 50 MG TAB, 20 'S",63.550
25518,25518,"GILLETTE BLUE II FOR WOMEN 32534, 5 PCS",16.800
3014260289287,25518,"GILLETTE BLUE II FOR WOMEN 32534, 5 PCS",16.800
25529,25529,"RIALOX PLUS SUSP, 180ML",9.700
315278,25529,"RIALOX PLUS SUSP, 180ML",9.700
327049,25529,"RIALOX PLUS SUSP, 180ML",9.700
6281080001581,25529,"RIALOX PLUS SUSP, 180ML",9.700
25550,25550,"LEVIAN EYE CONTOUR CREAM SPF-15, 50 ML",152.250
6253803580017,25550,"LEVIAN EYE CONTOUR CREAM SPF-15, 50 ML",152.250
25565,25565,"A-DERMA GEL MOUSSANT, 250 ML 8002",73.500
3282779387897,25565,"A-DERMA GEL MOUSSANT, 250 ML 8002",73.500
25571,25571,ALLERDERM GLOVES LARGE,39.000
330704,25571,ALLERDERM GLOVES LARGE,39.000
25572,25572,ALLERDERM GLOVES X-LARGE,39.000
277804,25572,ALLERDERM GLOVES X-LARGE,39.000
25573,25573,TENA SLIP PLUS SMALL 710133,88.000
7310797101303,25573,TENA SLIP PLUS SMALL 710133,88.000
25587,25587,"WOW WIPES AMBER PERFUME SACH, 12's",6.300
25595,25595,"WOW WIPES EYE GLASS TISSUE, 24'S",6.300
25600,25600,"CIPROCIN 500 MG TAB, 10 'S",29.100
6221032115591,25600,"CIPROCIN 500 MG TAB, 10 'S",29.100
25602,25602,"SUNSILK HAIR/CR EGG DRY&DAM, 175ML",14.700
25616,25616,"PREMIUM CARE MAMA, 400G",47.250
3114270203935,25616,"PREMIUM CARE MAMA, 400G",47.250
25622,25622,OMRON SOFT TOUCH HV-F 158-E,190.000
25632,25632,"ROC HYDRA+ COMBINATION SKIN CREAM, 40ML 31655",93.450
3574660231175,25632,"ROC HYDRA+ COMBINATION SKIN CREAM, 40ML 31655",93.450
4902508068284,18102,PIGEON INSULATED BOTTLE HOLDER,66.150
18103,18103,"PIGEON BABY TRNPARENT SOAP, 90G",12.600
4902508085793,18103,"PIGEON BABY TRNPARENT SOAP, 90G",12.600
18104,18104,"PIGEON PLASTIC NURSER Q/BOTTLE TOY, 120 ML 243",20.690
4902508008167,18104,"PIGEON PLASTIC NURSER Q/BOTTLE TOY, 120 ML 243",20.690
18105,18105,PIGEON WIDE NECK BOTTLE 200ML A 862 /245,31.770
323248,18105,PIGEON WIDE NECK BOTTLE 200ML A 862 /245,31.770
4902508008624,18105,PIGEON WIDE NECK BOTTLE 200ML A 862 /245,31.770
021484017346,18114,PEACOCK POWDER,10.500
18114,18114,PEACOCK POWDER,10.500
18115,18115,"DOVE DEO CREAM ORIGINAL, 50ML 203029",19.400
80466468,18115,"DOVE DEO CREAM ORIGINAL, 50ML 203029",19.400
18117,18117,"DOVE DEO SPRAY SENSITIVE, 169ML",13.650
310932,18117,"DOVE DEO SPRAY SENSITIVE, 169ML",13.650
331607,18117,"DOVE DEO SPRAY SENSITIVE, 169ML",13.650
7791293008127,18117,"DOVE DEO SPRAY SENSITIVE, 169ML",13.650
18124,18124,"GAUZE BANDEGE CHINA, 5CM  90038",1.000
18126,18126,"GAUZE BANDEGE CHINA, 10CM 90036",3.000
18127,18127,"EYE PATCH 1/2 ",12.000
18152,18152,"MAKIDA SHEER SUPPORT STOCKING HOTT 312, XL",44.000
18175,18175,"TENA UNDERPAD 60X90, 5*30 201095",75.000
8699114503549,18175,"TENA UNDERPAD 60X90, 5*30 201095",75.000
7322540002454,18175,"TENA UNDERPAD 60X90, 5*30 201095",75.000
7322540520736,18175,"TENA UNDERPAD 60X90, 5*30 201095",75.000
7322540729733,18175,"TENA UNDERPAD 60X90, 5*30 201095",75.000
18176,18176,TENA LADY EXTRA 1X10 757230,21.000
18177,18177,TENA LADY NORMAL 1X10 757830-19NL,24.150
18189,18189,DAMAD EYE PADS 56 X 70 MM 450/1,1.000
18235,18235,"BEBELAC SOYA, 400 GM",29.400
8712400767972,18235,"BEBELAC SOYA, 400 GM",29.400
18240,18240,"J&J BABY GENTLE CLEANS +1 QTRO WIPES, 3X256's 31350",57.750
6291104100008,18240,"J&J BABY GENTLE CLEANS +1 QTRO WIPES, 3X256's 31350",57.750
"3574660403237 ",18240,"J&J BABY GENTLE CLEANS +1 QTRO WIPES, 3X256's 31350",57.750
3574660675160,18240,"J&J BABY GENTLE CLEANS +1 QTRO WIPES, 3X256's 31350",57.750
18243,18243,SHOEIB POWDER PUFF 422,7.350
4007445214227,18243,SHOEIB POWDER PUFF 422,7.350
18285,18285,FARLIN SILICON PACIFIER NIPPLE,5.250
4710962321049,18285,FARLIN SILICON PACIFIER NIPPLE,5.250
18297,18297,"VEET RASERA ALOE VERA, 150ML",38.850
18308,18308,"DETTOL SOAP COOL, 120G 40600",7.880
6001106112127,18308,"DETTOL SOAP COOL, 120G 40600",7.880
18309,18309,"DETTOL SPRAY CRISP LINE, 450ML 46210",34.220
327442,18309,"DETTOL SPRAY CRISP LINE, 450ML 46210",34.220
334383,18309,"DETTOL SPRAY CRISP LINE, 450ML 46210",34.220
309614,18309,"DETTOL SPRAY CRISP LINE, 450ML 46210",34.220
9556111410036,18309,"DETTOL SPRAY CRISP LINE, 450ML 46210",34.220
18314,18314,"WINNER COTTON WOOL ROLL, 500G",9.000
18320,18320,BIRGITT CUP 3112096306,12.600
330078,18320,BIRGITT CUP 3112096306,12.600
4033032004339,18320,BIRGITT CUP 3112096306,12.600
18321,18321,SHOEIB TWEEZERS 6274/3 STAINLESS MATT FINISHED,8.400
4007445200312,18321,SHOEIB TWEEZERS 6274/3 STAINLESS MATT FINISHED,8.400
18340,18340,ORAL B ADVANTAGE PLUS 40 MEDIUM T/B  34128,13.000
3014260318840,18340,ORAL B ADVANTAGE PLUS 40 MEDIUM T/B  34128,13.000
18346,18346,"DETTOL ORIGINAL HAND WASH,200ML.80510",12.000
18347,18347,SHOEIB FOOTRASP 897 STAINLESS WHITE,12.600
4007445250126,18347,SHOEIB FOOTRASP 897 STAINLESS WHITE,12.600
18372,18372,"AVALON EZ-CLEAN, 75ML",12.600
6284000001166,18372,"AVALON EZ-CLEAN, 75ML",12.600
18373,18373,CONAIR MS20D2 TOTAL GROOMING SYSTEM 2406,105.000
18378,18378,"ESKINOL LEMON DEW AL MAHA, 225ML",8.400
18379,18379,"ESKINOL CLASSIC AL MAHA, 225ML",6.300
316711,18379,"ESKINOL CLASSIC AL MAHA, 225ML",6.300
326811,18379,"ESKINOL CLASSIC AL MAHA, 225ML",6.300
18389,18389,"DIFFERIN 0.1% CREAM, 30G",25.800
